1421|246,2175|24,62175|221,59575
1432|242,5|24,25|218,25
1497|2249,25|224,925|2024,325
1498|1124,25|112,425|1011,825
1502|787,5|78,75|708,75
1504|1414,125|141,4125|1272,7125
1506|1414,125|141,4125|1272,7125
1544|1467,5|146,75|1320,75
1567|3355,74|335,574|3020,166
1573|75|7,5|67,5
1588|839,79|83,979|755,811
1589|5500|550|4950
1610|2809,7175|280,97175|2528,74575
1611|27150|2715|24435
1612|27150|2715|24435
1625|2265|226,5|2038,5
1626|933,9975|93,39975|840,59775
1627|2951,43|295,143|2656,287
1643|8250|825|7425
1644|8250|825|7425
1666|24999,9975|2499,99975|22499,99775
1667|24999,9975|2499,99975|22499,99775
1697|1162,425|116,2425|1046,1825
1735|5248,3875|524,83875|4723,54875
1766|224,25|22,425|201,825
1768|46,985|4,6985|42,2865
1780|304,395|30,4395|273,9555
1813|87,45|8,745|78,705
1815|43,725|4,3725|39,3525
1874|5000,0025|500,00025|4500,00225
1876|33441,18|3344,118|30097,062
1896|1014,975|101,4975|913,4775
1897|1014,9975|101,49975|913,49775
1898|11000,25|1100,025|9900,225
1899|11000,25|1100,025|9900,225
1904|1850,25|185,025|1665,225
1962|10425|1042,5|9382,5
1963|10425|1042,5|9382,5
2060|126,75|12,675|114,075
2065|2447,43|244,743|2202,687
2068|332,9025|33,29025|299,61225
2136|3446,25|344,625|3101,625
2211|7783,725|778,3725|7005,3525
2218|210|21|189
2219|210|21|189
2296|213,335|21,3335|192,0015
2311|363,75|36,375|327,375
2356|17250|1725|15525
2463|10425|1042,5|9382,5
2464|10425|1042,5|9382,5
2481|1000|100|900
2482|1000|100|900
2483|1000|100|900
2488|5992,5|599,25|5393,25
2524|202,425|20,2425|182,1825
2526|367,5|36,75|330,75
2527|216|21,6|194,4
2565|214,95|21,495|193,455
2658|4361,0025|436,10025|3924,90225
2659|7,5|0,75|6,75
2660|37,5|3,75|33,75
2668|84,5|8,45|76,05
2698|166,455|16,6455|149,8095
2699|166,455|16,6455|149,8095
2700|166,455|16,6455|149,8095
2701|110,97|11,097|99,873
2732|3000|300|2700
2775|465|46,5|418,5
2816|36000|3600|32400
2822|195|19,5|175,5
2824|57|5,7|51,3
2834|126000|12600|113400
2948|9306,2325|930,62325|8375,60925
2958|290,0025|29,00025|261,00225
2985|223,5|22,35|201,15
3011|1350|135|1215
3033|99,99|9,999|89,991
3062|6498|649,8|5848,2
3068|1014|101,4|912,6
3075|135|13,5|121,5
3078|6498|649,8|5848,2
3079|6498|649,8|5848,2
3080|702,75|70,275|632,475
3085|499,75|49,975|449,775
3093|357,75|35,775|321,975
3094|373,5|37,35|336,15
3095|468,5|46,85|421,65
3105|990|99|891
3132|186,75|18,675|168,075
3148|23383,2675|2338,32675|21044,94075
3149|23383,2675|2338,32675|21044,94075
3150|8790|879|7911
3163|103,5|10,35|93,15
3167|103,5|10,35|93,15
3169|103,5|10,35|93,15
3170|155,25|15,525|139,725
3175|155,25|15,525|139,725
3179|600|60|540
3180|180,675|18,0675|162,6075
3181|4045,155|404,5155|3640,6395
3182|3446,25|344,625|3101,625
3183|2621,16|262,116|2359,044
3184|3723|372,3|3350,7
3185|3723|372,3|3350,7
3186|6498|649,8|5848,2
3187|6498|649,8|5848,2
3188|10500|1050|9450
3189|154,425|15,4425|138,9825
3190|2621,16|262,116|2359,044
3191|4418,475|441,8475|3976,6275
3192|4418,475|441,8475|3976,6275
3193|7310,625|731,0625|6579,5625
3196|6498|649,8|5848,2
3197|4045,155|404,5155|3640,6395
3198|4045,155|404,5155|3640,6395
3200|103,5|10,35|93,15
3206|373,5|37,35|336,15
3207|357,75|35,775|321,975
3225|336,75|33,675|303,075
