OP;CGM;CNPJ;NOME;ELEMENTO;VALOR OP;VALOR RET;TIPO RET;DATA OP
584868;;;;;106126;3183.78;ISS - GESTAO PLENA;
584870;;;;;25261.74;904.05;ISS - GESTAO PLENA;
584877;;;;;;;;
584885;;;;;568.26;568.26;INSTITUTO NACIONAL DO SEGURO SOCIAL;
584886;;;;;;;;
584887;;;;;;;;
584888;;;;;;;;
584889;;;;;;;;
584890;;;;;;;;
584892;;;;;;;;
584893;;;;;22000;442.2;ISS - PMVR;
584894;;;;;;;;
584896;;;;;;;;
584897;;;;;;;;
584899;;;;;;;;
584901;;;;;;;;
584902;;;;;;;;
584903;;;;;;;;
584904;;;;;;;;
584906;;;;;;;;
584913;;;;;7521.91;90.26;IR/PIS/COFINS/CSLL RETIDO N.F;
584914;;;;;31071.24;932.14;ISS - FME;
584914;;;;;31071.24;512.68;INSS - PESSOA JURIDICA;
584914;;;;;31071.24;1491.42;IRRF - FME;
584915;;;;;;;;
584916;;;;;;;;
584917;;;;;;;;
584920;;;;;;;;
584923;;;;;2682;53.91;HSJB - ISS - PMVR;
584924;;;;;10198;204.98;HSJB - ISS - PMVR;
584926;;;;;;;;
584927;;;;;3919.4;78.78;HSJB - ISS - PMVR;
584928;;;;;798;16.04;HSJB - ISS - PMVR;
584931;;;;;;;;
584933;;;;;255.2;3.06;HSJB - IRRF RETIDO EM N.F;
584934;;;;;;;;
584936;;;;;;;;
584938;;;;;1416.23;21.24;IRRF - GESTAO PLENA - SUS;
584938;;;;;1416.23;70.81;ISS - GESTAO PLENA;
584939;;;;;1536.6;18.44;HSJB - IRRF RETIDO EM N.F;
584940;;;;;3422.18;51.33;IRRF - GESTAO PLENA - SUS;
584940;;;;;3422.18;171.11;ISS - GESTAO PLENA;
584941;;;;;509.83;7.65;IRRF - GESTAO PLENA - SUS;
584941;;;;;509.83;25.49;ISS - GESTAO PLENA;
584942;;;;;28617.4;28617.4;RESTITUICAO EMPRÉSTIMO C/ O MINIST. DA S;
584943;;;;;;;;
584945;;;;;6580;78.96;HSJB - IRRF RETIDO EM N.F;
584946;;;;;204491.13;3496.63;IRRF - GESTAO PLENA - SUS;
584946;;;;;204491.13;11655.43;ISS - GESTAO PLENA;
584947;;;;;;;;
584949;;;;;;;;
584950;;;;;29914.38;598.29;RETENC. ISS EM LIQUIDAÇÃO;
584951;;;;;;;;
584952;;;;;13515;294.97;IRRF - GESTAO PLENA - SUS;
584952;;;;;13515;983.25;ISS - GESTAO PLENA;
584957;;;;;28422.03;341.07;IRRF - GESTAO PLENA - SUS;
584957;;;;;28422.03;852.67;ISS - GESTAO PLENA;
584964;;;;;31227.73;374.73;IRRF - GESTAO PLENA - SUS;
584964;;;;;31227.73;936.83;ISS - GESTAO PLENA;
584965;;;;;540;24.25;ISS - PMVR;
584966;;;;;22000;264;HSJB - IRRF RETIDO EM N.F;
584967;;;;;;;;
584970;;;;;;;;
584971;;;;;23527;366.07;IRRF - GESTAO PLENA - SUS;
584971;;;;;23527;610.12;ISS - GESTAO PLENA;
584973;;;;;;;;
584975;;;;;12362.5;148.35;HSJB - IRRF RETIDO EM N.F;
584977;;;;;;;;
584978;;;;;;;;
584979;;;;;7300;87.6;HSJB - IRRF RETIDO EM N.F;
584980;;;;;;;;
584982;;;;;;;;
584984;;;;;48596.42;2191.7;ISS - PMVR;
584985;;;;;;;;
584986;;;;;;;;
584987;;;;;;;;
584988;;;;;;;;
584989;;;;;;;;
584990;;;;;;;;
584991;;;;;12029.5;577.41;IR/PIS/COFINS/CSLL RETIDO N.F;
584992;;;;;5000;250;ISS - PMVR;
584992;;;;;5000;325.76;IRRF - PMVR;
584993;;;;;;;;
584997;;;;;;;;
585000;;;;;;;;
585003;;;;;;;;
585005;;;;;;;;
585006;;;;;;;;
585007;;;;;;;;
585008;;;;;;;;
585009;;;;;;;;
585010;;;;;1419.22;394.98;IRRF - PMVR;
585012;;;;;1851;22.21;IR/PIS/COFINS/CSLL RETIDO N.F;
585014;;;;;;;;
585015;;;;;;;;
585016;;;;;119132.89;5451.9;INSS - PREST. SERV. PROPRIO;
585016;;;;;119132.89;22596.59;IRRF - TRABALHO PRINCIPAL PF PMVR;
585017;;;;;;;;
585018;;;;;;;;
585019;;;;;376.2;18.31;HSJB - ISS - PMVR;
585020;;;;;18.09;18.09;IRRF - PMVR;
585021;;;;;296.11;3.55;IR/PIS/COFINS/CSLL RETIDO N.F;
585023;;;;;380;4.56;HSJB - IRRF RETIDO EM N.F;
585024;;;;;;;;
585025;;;;;;;;
585027;;;;;;;;
585029;;;;;1480;45.41;ISS - PMVR;
585032;;;;;24200;290.4;IR/PIS/COFINS/CSLL RETIDO N.F;
585035;;;;;;;;
585039;;;;;;;;
585040;;;;;;;;
585042;;;;;;;;
585044;;;;;;;;
585047;;;;;;;;
585048;;;;;;;;
585049;;;;;;;;
585050;;;;;77428.23;8634.9;IRRF - GESTAO PLENA - SUS;
585050;;;;;77428.23;17269.79;ISS - GESTAO PLENA;
585051;;;;;843;10.12;IR/PIS/COFINS/CSLL RETIDO N.F;
585054;;;;;;;;
585055;;;;;;;;
585056;;;;;20600;247.2;HSJB - IRRF RETIDO EM N.F;
585064;;;;;;;;
585065;;;;;;;;
585069;;;;;;;;
585070;;;;;13200;158.4;HSJB - IRRF RETIDO EM N.F;
585071;;;;;;;;
585072;;;;;;;;
585073;;;;;;;;
585074;;;;;365.76;4.39;HSJB - IRRF RETIDO EM N.F;
585075;;;;;;;;
585077;;;;;29511.9;354.14;HSJB - IRRF RETIDO EM N.F;
585079;;;;;1110.9;13.33;HSJB - IRRF RETIDO EM N.F;
585080;;;;;790.45;9.49;HSJB - IRRF RETIDO EM N.F;
585081;;;;;;;;
585082;;;;;;;;
585083;;;;;188.1;2.26;HSJB - IRRF RETIDO EM N.F;
585084;;;;;;;;
585085;;;;;;;;
585090;;;;;140;2.8;ISS - PMVR;
585091;;;;;;;;
585092;;;;;;;;
585093;;;;;;;;
585094;;;;;3096.7;3096.7;INSTITUTO NACIONAL DO SEGURO SOCIAL;
585095;;;;;125.4;1.5;HSJB - IRRF RETIDO EM N.F;
585096;;;;;398.93;398.93;IRRF - PMVR;
585098;;;;;;;;
585103;;;;;6656.26;133.13;ISS - PMVR;
585105;;;;;6383.86;127.68;ISS - PMVR;
585106;;;;;;;;
585108;;;;;468448.9;9974.58;ISS - PMVR;
585108;;;;;468448.9;23938.99;IRRF - PRESTADOR DE SERVIÇOS;
585110;;;;;;;;
585112;;;;;25408.87;508.18;ISS - PMVR;
585114;;;;;5914.19;118.28;ISS - PMVR;
585121;;;;;34055.95;408.67;HSJB - IRRF RETIDO EM N.F;
585124;;;;;7356.39;147.13;ISS - PMVR;
585125;;;;;;;;
585126;;;;;;;;
585133;;;;;;;;
585134;;;;;8460;133.92;IRRF - GESTAO PLENA - SUS;
585134;;;;;8460;558;ISS - GESTAO PLENA;
585135;;;;;;;;
585136;;;;;;;;
585137;;;;;;;;
585138;;;;;583.85;7.01;HSJB - IRRF RETIDO EM N.F;
585139;;;;;;;;
585140;;;;;82826.52;1252.12;IRRF - GESTAO PLENA - SUS;
585140;;;;;82826.52;5217.17;ISS - GESTAO PLENA;
585141;;;;;;;;
585142;;;;;177924.07;2137.26;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
585143;;;;;203417.52;2442.02;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
585144;;;;;;;;
585145;;;;;80117.22;2019.48;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
585146;;;;;;;;
585147;;;;;230.85;2.77;HSJB - IRRF RETIDO EM N.F;
585148;;;;;31985.69;383.83;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
585151;;;;;4786.91;57.44;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
585152;;;;;336.12;4.03;HSJB - IRRF RETIDO EM N.F;
585164;;;;;;;;
585167;;;;;;;;
585169;;;;;;;;
585170;;;;;230.85;2.77;HSJB - IRRF RETIDO EM N.F;
585174;;;;;583.85;7.01;HSJB - IRRF RETIDO EM N.F;
585175;;;;;1435;71.75;ISS - PMVR;
585175;;;;;1435;17.22;HSJB - IRRF RETIDO EM N.F;
585176;;;;;21760;1088;ISS - PMVR;
585177;;;;;680;34;ISS - PMVR;
585178;;;;;1450;72.5;ISS - PMVR;
585179;;;;;1120;56;ISS - PMVR;
585185;;;;;;;;
585188;;;;;;;;
585194;;;;;;;;
585195;;;;;10513.8;126.16;IRRF - FORNECIMENTO DE BENS;
585196;;;;;;;;
585199;;;;;;;;
585200;;;;;11880;150.16;IRRF - FORNECIMENTO DE BENS;
585201;;;;;9999;479.95;HSJB - IRRF RETIDO EM N.F;
585202;;;;;;;;
585203;;;;;;;;
585204;;;;;;;;
585205;;;;;;;;
585206;;;;;9999;479.95;HSJB - IRRF RETIDO EM N.F;
585207;;;;;;;;
585208;;;;;23239.55;1161.98;RETENC. ISS EM LIQUIDAÇÃO;
585209;;;;;;;;
585210;;;;;;;;
585212;;;;;;;;
585213;;;;;;;;
585215;;;;;;;;
585216;;;;;;;;
585217;;;;;;;;
585219;;;;;;;;
585220;;;;;;;;
585221;;;;;502394.15;25119.7;RETENCAO RELATIVA AO ISS  ROYALTES PETRO;
585221;;;;;502394.15;38684.35;RETENCAO - INSS ROYALTES PETROLEO FONTE;
585221;;;;;502394.15;6028.73;RETENCAO RELATIVA IRRF  ROYALTIES PETROL;
585222;;;;;;;;
585223;;;;;;;;
585225;;;;;;;;
585226;;;;;;;;
585227;;;;;;;;
585228;;;;;;;;
585229;;;;;;;;
585230;;;;;;;;
585231;;;;;;;;
585232;;;;;;;;
585233;;;;;;;;
585234;;;;;;;;
585236;;;;;;;;
585237;;;;;;;;
585239;;;;;;;;
585241;;;;;;;;
585243;;;;;;;;
585244;;;;;28000;982.16;RETENC. ISS EM LIQUIDAÇÃO;
585245;;;;;;;;
585247;;;;;;;;
585250;;;;;;;;
585251;;;;;32584.82;391.02;HSJB - IRRF RETIDO EM N.F;
585252;;;;;1500.5;18;HSJB - IRRF RETIDO EM N.F;
585253;;;;;2255.04;27.06;HSJB - IRRF RETIDO EM N.F;
585256;;;;;;;;
585257;;;;;10590;127.08;HSJB - IRRF RETIDO EM N.F;
585259;;;;;;;;
585261;;;;;;;;
585262;;;;;;;;
585267;;;;;;;;
585268;;;;;;;;
585277;;;;;;;;
585279;;;;;;;;
585280;;;;;;;;
585281;;;;;;;;
585282;;;;;1050;12.6;HSJB - IRRF RETIDO EM N.F;
585283;;;;;754;9.05;HSJB - IRRF RETIDO EM N.F;
585284;;;;;600;7.2;HSJB - IRRF RETIDO EM N.F;
585286;;;;;4080;48.96;HSJB - IRRF RETIDO EM N.F;
585287;;;;;5440;65.28;HSJB - IRRF RETIDO EM N.F;
585288;;;;;;;;
585289;;;;;;;;
585293;;;;;;;;
585298;;;;;;;;
585299;;;;;;;;
585301;;;;;1044;12.53;IR/PIS/COFINS/CSLL RETIDO N.F;
585302;;;;;18150;217.8;IR/PIS/COFINS/CSLL RETIDO N.F;
585303;;;;;;;;
585304;;;;;3528.95;43.76;IR/PIS/COFINS/CSLL RETIDO N.F;
585307;;;;;;;;
585308;;;;;;;;
585309;;;;;81632.16;8735.11;INSTITUTO NACIONAL DO SEGURO SOCIAL;
585309;;;;;81632.16;4081.61;ISS - PMVR;
585309;;;;;81632.16;816.32;HSJB - IRRF RETIDO EM N.F;
585310;;;;;;;;
585311;;;;;;;;
585314;;;;;;;;
585316;;;;;131496.94;315.59;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
585324;;;;;8447.58;503.22;IRRF - PRESTADOR DE SERVIÇOS;
585325;;;;;;;;
585328;;;;;;;;
585330;;;;;;;;
585331;;;;;;;;
585334;;;;;12522.4;300.53;IRRF - PRESTADOR DE SERVIÇOS;
585335;;;;;1145;13.74;HSJB - IRRF RETIDO EM N.F;
585336;;;;;;;;
585337;;;;;;;;
585338;;;;;1640;19.68;HSJB - IRRF RETIDO EM N.F;
585340;;;;;19426.34;233.12;IRRF - FORNECIMENTO DE BENS;
585341;;;;;422;5.06;HSJB - IRRF RETIDO EM N.F;
585342;;;;;244249.22;11723.96;IRRF - PRESTADOR DE SERVIÇOS;
585342;;;;;2415147.32;25957.27;IRRF - FORNECIMENTO DE BENS;
585343;;;;;;;;
585344;;;;;38028.85;1825.38;IRRF - PRESTADOR DE SERVIÇOS;
585344;;;;;148893.12;1786.71;IRRF - FORNECIMENTO DE BENS;
585345;;;;;;;;
585346;;;;;39600;475.2;HSJB - IRRF RETIDO EM N.F;
585347;;;;;15506.4;186.08;HSJB - IRRF RETIDO EM N.F;
585348;;;;;56425.63;677.11;HSJB - IRRF RETIDO EM N.F;
585349;;;;;;;;
585350;;;;;;;;
585351;;;;;467.9;5.61;IR/PIS/COFINS/CSLL RETIDO N.F;
585352;;;;;;;;
585353;;;;;;;;
585354;;;;;;;;
585355;;;;;23000;276;HSJB - IRRF RETIDO EM N.F;
585356;;;;;;;;
585357;;;;;;;;
585358;;;;;;;;
585359;;;;;;;;
585360;;;;;;;;
585361;;;;;;;;
585362;;;;;;;;
585363;;;;;;;;
585364;;;;;10488;125.86;HSJB - IRRF RETIDO EM N.F;
585365;;;;;264;3.17;HSJB - IRRF RETIDO EM N.F;
585366;;;;;5115;61.38;HSJB - IRRF RETIDO EM N.F;
585367;;;;;5280;63.36;HSJB - IRRF RETIDO EM N.F;
585368;;;;;;;;
585369;;;;;6268.01;6268.01;INSTITUTO NACIONAL DO SEGURO SOCIAL;
585370;;;;;16919.04;203.03;HSJB - IRRF RETIDO EM N.F;
585371;;;;;516329.66;25816.48;RETENC. ISS EM LIQUIDAÇÃO;
585371;;;;;516329.66;17038.87;INSS - PREST. SERV. PROPRIO;
585371;;;;;516329.66;24783.82;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
585372;;;;;316.2;316.2;RESTITUI0ES (ANTECIPACAO DE PAGAMENTO) -;
585373;;;;;;;;
585374;;;;;115825.14;5698.19;ISS - GESTAO PLENA;
585375;;;;;1371.3;16.46;HSJB - IRRF RETIDO EM N.F;
585376;;;;;;;;
585377;;;;;;;;
585378;;;;;3038.1;36.46;HSJB - IRRF RETIDO EM N.F;
585379;;;;;;;;
585381;;;;;;;;
585384;;;;;;;;
585385;;;;;;;;
585386;;;;;;;;
585387;;;;;;;;
585388;;;;;;;;
585391;;;;;272802.86;8917.18;ISS - GOV ESTADO  F 193;
585391;;;;;272802.86;4458.6;IRRF - GOV ESTADO - F 193;
585392;;;;;;;;
585393;;;;;15445.84;463.38;ISS - GOV ESTADO  F 193;
585393;;;;;15445.84;231.69;IRRF - GOV ESTADO - F 193;
585394;;;;;;;;
585395;;;;;;;;
585396;;;;;;;;
585397;;;;;;;;
585398;;;;;;;;
585400;;;;;;;;
585402;;;;;;;;
585403;;;;;;;;
585404;;;;;99700;4785.6;IRRF RETIDO EM N.F.;
585405;;;;;39300;1886.4;IRRF RETIDO EM N.F.;
585407;;;;;;;;
585408;;;;;;;;
585409;;;;;660;7.92;IRRF - FORNECIMENTO DE BENS;
585411;;;;;;;;
585413;;;;;486;5.83;HSJB - IRRF RETIDO EM N.F;
585415;;;;;;;;
585418;;;;;;;;
585420;;;;;;;;
585421;;;;;;;;
585422;;;;;;;;
585423;;;;;;;;
585427;;;;;12240;146.88;HSJB - IRRF RETIDO EM N.F;
585428;;;;;;;;
585430;;;;;;;;
585431;;;;;;;;
585432;;;;;332768.5;82493.55;ISS - SALARIO EDUCACAO;
585432;;;;;332768.5;19798.45;IRRF - SALARIO EDUCAÇÃO;
585432;;;;;332768.5;181485.8;INSS REENÇÃO - SALARIO EDUCAÇÃO;
585433;;;;;;;;
585434;;;;;1296;15.55;HSJB - IRRF RETIDO EM N.F;
585435;;;;;;;;
585436;;;;;;;;
585437;;;;;;;;
585438;;;;;;;;
585439;;;;;;;;
585440;;;;;1800;21.6;HSJB - IRRF RETIDO EM N.F;
585441;;;;;;;;
585444;;;;;;;;
585446;;;;;;;;
585447;;;;;;;;
585448;;;;;3366;40.39;HSJB - IRRF RETIDO EM N.F;
585451;;;;;;;;
585452;;;;;;;;
585453;;;;;;;;
585454;;;;;;;;
585455;;;;;;;;
585456;;;;;;;;
585457;;;;;;;;
585459;;;;;;;;
585460;;;;;;;;
585461;;;;;7200;86.4;HSJB - IRRF RETIDO EM N.F;
585466;;;;;;;;
585467;;;;;24600;295.2;HSJB - IRRF RETIDO EM N.F;
585469;;;;;;;;
585477;;;;;;;;
585480;;;;;;;;
585481;;;;;;;;
585482;;;;;1050.93;12.61;HSJB - IRRF RETIDO EM N.F;
585483;;;;;12.85;12.85;ISS - PMVR;
585484;;;;;167.75;167.75;INSTITUTO NACIONAL DO SEGURO SOCIAL;
585485;;;;;1357.25;73.2;IRRF - PMVR;
585485;;;;;1357.25;76.25;ISS - PMVR;
585488;;;;;;;;
585489;;;;;;;;
585490;;;;;;;;
585491;;;;;;;;
585492;;;;;;;;
585493;;;;;;;;
585494;;;;;;;;
585495;;;;;;;;
585496;;;;;6251.63;75.01;IR/PIS/COFINS/CSLL RETIDO N.F;
585497;;;;;;;;
585498;;;;;2380;28.56;HSJB - IRRF RETIDO EM N.F;
585499;;;;;2380;28.56;HSJB - IRRF RETIDO EM N.F;
585500;;;;;;;;
585501;;;;;;;;
585502;;;;;2380;28.56;HSJB - IRRF RETIDO EM N.F;
585503;;;;;2800;127.12;ISS - PMVR;
585504;;;;;;;;
585505;;;;;792.79;792.79;ISS - PMVR;
585506;;;;;2800;127.12;ISS - PMVR;
585507;;;;;258.78;258.78;INSTITUTO NACIONAL DO SEGURO SOCIAL;
585508;;;;;;;;
585509;;;;;2500;50.25;ISS - PMVR;
585510;;;;;;;;
585513;;;;;;;;
585534;;;;;;;;
585537;;;;;2599;31.19;HSJB - IRRF RETIDO EM N.F;
585538;;;;;1727.62;78.09;ISS - PMVR;
585539;;;;;500;6;HSJB - IRRF RETIDO EM N.F;
585540;;;;;1727.62;78.09;ISS - PMVR;
585541;;;;;;;;
585542;;;;;;;;
585545;;;;;1200;60;ISS - PMVR;
585545;;;;;1200;18;IR/PIS/COFINS/CSLL RETIDO N.F;
585546;;;;;;;;
585552;;;;;;;;
585555;;;;;800;40;ISS - PMVR;
585555;;;;;800;12;IR/PIS/COFINS/CSLL RETIDO N.F;
585557;;;;;;;;
585558;;;;;;;;
585559;;;;;;;;
585561;;;;;;;;
585562;;;;;360;18;ISS - PMVR;
585562;;;;;360;5.4;IR/PIS/COFINS/CSLL RETIDO N.F;
585564;;;;;840;42;ISS - PMVR;
585564;;;;;840;12.6;IR/PIS/COFINS/CSLL RETIDO N.F;
585566;;;;;;;;
585568;;;;;;;;
585569;;;;;;;;
585573;;;;;;;;
585574;;;;;;;;
585575;;;;;;;;
585576;;;;;;;;
585579;;;;;;;;
585580;;;;;;;;
585582;;;;;;;;
585584;;;;;;;;
585586;;;;;5140;61.68;HSJB - IRRF RETIDO EM N.F;
585587;;;;;55303.76;1659.11;ISS - FME;
585587;;;;;55303.76;663.65;IRRF - FME;
585590;;;;;;;;
585597;;;;;;;;
585601;;;;;;;;
585602;;;;;;;;
585603;;;;;;;;
585604;;;;;;;;
585605;;;;;;;;
585608;;;;;;;;
585610;;;;;;;;
585612;;;;;;;;
585613;;;;;;;;
585614;;;;;;;;
585616;;;;;;;;
585617;;;;;;;;
585618;;;;;2372.64;28.47;HSJB - IRRF RETIDO EM N.F;
585619;;;;;;;;
585620;;;;;;;;
585622;;;;;;;;
585623;;;;;39600;475.2;HSJB - IRRF RETIDO EM N.F;
585624;;;;;198000;11893.2;ISS - GOV ESTADO  F 193;
585624;;;;;198000;3567.96;IRRF - GOV ESTADO - F 193;
585626;;;;;;;;
585627;;;;;;;;
585628;;;;;138600;11479.2;ISS - GOV ESTADO  F 193;
585628;;;;;138600;3443.76;IRRF - GOV ESTADO - F 193;
585629;;;;;9698;116.38;HSJB - IRRF RETIDO EM N.F;
585630;;;;;;;;
585632;;;;;;;;
585633;;;;;6000;72;HSJB - IRRF RETIDO EM N.F;
585634;;;;;;;;
585635;;;;;;;;
585636;;;;;;;;
585637;;;;;;;;
585638;;;;;;;;
585639;;;;;;;;
585640;;;;;;;;
585641;;;;;;;;
585642;;;;;;;;
585643;;;;;;;;
585644;;;;;;;;
585645;;;;;;;;
585646;;;;;12000;600;ISS - FME;
585647;;;;;;;;
585649;;;;;33000;1650;ISS - GESTAO PLENA;
585650;;;;;;;;
585651;;;;;;;;
585653;;;;;;;;
585654;;;;;;;;
585655;;;;;;;;
585658;;;;;32584.82;391.02;HSJB - IRRF RETIDO EM N.F;
585659;;;;;247762.27;2973.14;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
585660;;;;;;;;
585661;;;;;15753.54;189.04;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
585662;;;;;;;;
585663;;;;;;;;
585664;;;;;;;;
585665;;;;;;;;
585667;;;;;;;;
585668;;;;;;;;
585669;;;;;;;;
585671;;;;;;;;
585672;;;;;;;;
585673;;;;;;;;
585676;;;;;;;;
585677;;;;;;;;
585678;;;;;;;;
585679;;;;;;;;
585680;;;;;;;;
585681;;;;;;;;
585682;;;;;9120;109.44;HSJB - IRRF RETIDO EM N.F;
585683;;;;;5000;60;HSJB - IRRF RETIDO EM N.F;
585684;;;;;5110;61.32;HSJB - IRRF RETIDO EM N.F;
585685;;;;;;;;
585686;;;;;1180;14.16;HSJB - IRRF RETIDO EM N.F;
585687;;;;;9240;110.88;HSJB - IRRF RETIDO EM N.F;
585688;;;;;9240;110.88;HSJB - IRRF RETIDO EM N.F;
585689;;;;;9240;110.88;HSJB - IRRF RETIDO EM N.F;
585690;;;;;5110;61.32;HSJB - IRRF RETIDO EM N.F;
585691;;;;;;;;
585692;;;;;;;;
585693;;;;;5110;61.32;HSJB - IRRF RETIDO EM N.F;
585694;;;;;;;;
585695;;;;;;;;
585698;;;;;;;;
585699;;;;;;;;
585700;;;;;;;;
585701;;;;;;;;
585702;;;;;;;;
585703;;;;;;;;
585704;;;;;;;;
585705;;;;;660.4;7.92;IR/PIS/COFINS/CSLL RETIDO N.F;
585706;;;;;4162.8;49.95;IR/PIS/COFINS/CSLL RETIDO N.F;
585707;;;;;80;0.96;IR/PIS/COFINS/CSLL RETIDO N.F;
585708;;;;;;;;
585709;;;;;36150;433.8;IR/PIS/COFINS/CSLL RETIDO N.F;
585710;;;;;;;;
585711;;;;;;;;
585712;;;;;;;;
585718;;;;;;;;
585721;;;;;;;;
585723;;;;;;;;
585725;;;;;;;;
585726;;;;;12196.06;585.41;IRRF - PRESTADOR DE SERVIÇOS;
585727;;;;;1716.5;20.6;HSJB - IRRF RETIDO EM N.F;
585739;;;;;5900;283.2;IR/PIS/COFINS/CSLL RETIDO N.F;
585743;;;;;;;;
585744;;;;;;;;
585745;;;;;;;;
585746;;;;;2720;56.31;ISS - PMVR;
585747;;;;;;;;
585748;;;;;;;;
585749;;;;;;;;
585751;;;;;5600;92.93;IRRF - GESTAO PLENA - SUS;
585751;;;;;5600;123.9;ISS - GESTAO PLENA;
585752;;;;;;;;
585753;;;;;;;;
585754;;;;;1270;15.24;HSJB - IRRF RETIDO EM N.F;
585758;;;;;;;;
585759;;;;;;;;
585760;;;;;597.6;7.17;HSJB - IRRF RETIDO EM N.F;
585761;;;;;;;;
585763;;;;;2295.6;27.55;HSJB - IRRF RETIDO EM N.F;
585766;;;;;;;;
585771;;;;;;;;
585782;;;;;;;;
585783;;;;;22806;798.21;ISS - PMVR;
585783;;;;;22806;501.73;INSS PRESTADORES DE SERVIÇO PJ;
585786;;;;;39285;471.42;IRRF - FORNECIMENTO DE BENS;
585787;;;;;39285;471.42;IRRF - FORNECIMENTO DE BENS;
585788;;;;;39285;471.42;IRRF - FORNECIMENTO DE BENS;
585789;;;;;;;;
585790;;;;;;;;
585791;;;;;800;16;HSJB - ISS - PMVR;
585792;;;;;9000;432;IRRF - PMVR;
585793;;;;;;;;
585794;;;;;6448.62;309.53;IRRF - PRESTADOR DE SERVIÇOS;
585795;;;;;7118.1;85.42;HSJB - IRRF RETIDO EM N.F;
585796;;;;;663.82;33.19;ISS - PMVR;
585796;;;;;663.82;31.86;IRRF - PRESTADOR DE SERVIÇOS;
585797;;;;;663.82;33.19;ISS - PMVR;
585797;;;;;663.82;31.86;IRRF - PRESTADOR DE SERVIÇOS;
585798;;;;;;;;
585799;;;;;2920;140.16;IRRF - PMVR;
585800;;;;;;;;
585803;;;;;5110;245.28;IRRF - PMVR;
585814;;;;;;;;
585816;;;;;;;;
585823;;;;;;;;
585829;;;;;640;7.68;HSJB - IRRF RETIDO EM N.F;
585831;;;;;640;7.68;HSJB - IRRF RETIDO EM N.F;
585832;;;;;980;11.76;HSJB - IRRF RETIDO EM N.F;
585834;;;;;640;7.68;HSJB - IRRF RETIDO EM N.F;
585836;;;;;640;7.68;HSJB - IRRF RETIDO EM N.F;
585837;;;;;;;;
585842;;;;;1340;16.08;HSJB - IRRF RETIDO EM N.F;
585844;;;;;1340;16.08;HSJB - IRRF RETIDO EM N.F;
585846;;;;;;;;
585848;;;;;3970;47.64;HSJB - IRRF RETIDO EM N.F;
585850;;;;;;;;
585851;;;;;;;;
585852;;;;;171988.88;16600.86;RETENC. ISS EM LIQUIDAÇÃO;
585852;;;;;171988.88;4980.26;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
585854;;;;;;;;
585855;;;;;;;;
585856;;;;;;;;
585859;;;;;;;;
585860;;;;;;;;
585861;;;;;530162.82;6361.95;HSJB - IRRF RETIDO EM N.F;
585864;;;;;;;;
585865;;;;;;;;
585866;;;;;;;;
585868;;;;;;;;
585870;;;;;2443.51;36.65;IRRF - GESTAO PLENA - SUS;
585873;;;;;100567.78;5028.39;ISS - FME FUNDEB;
585874;;;;;;;;
585875;;;;;;;;
585876;;;;;8408;403.58;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
585877;;;;;;;;
585878;;;;;;;;
585879;;;;;;;;
585880;;;;;;;;
585882;;;;;;;;
585883;;;;;;;;
585885;;;;;;;;
585886;;;;;39243.75;240.64;RETENC. ISS EM LIQUIDAÇÃO;
585886;;;;;39243.75;470.92;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
585887;;;;;;;;
585888;;;;;;;;
585889;;;;;;;;
585890;;;;;;;;
585891;;;;;4496;53.95;HSJB - IRRF RETIDO EM N.F;
585892;;;;;;;;
585893;;;;;;;;
585894;;;;;;;;
585895;;;;;;;;
585897;;;;;;;;
585898;;;;;;;;
585903;;;;;;;;
585905;;;;;;;;
585906;;;;;109000;1308;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
585907;;;;;;;;
585909;;;;;;;;
585910;;;;;;;;
585911;;;;;;;;
585916;;;;;693.31;693.31;INSTITUTO NACIONAL DO SEGURO SOCIAL;
585919;;;;;;;;
585921;;;;;25738.69;1102.99;ISS - GESTAO PLENA;
585923;;;;;;;;
585926;;;;;;;;
585927;;;;;;;;
585928;;;;;;;;
585929;;;;;;;;
585932;;;;;;;;
585933;;;;;;;;
585934;;;;;;;;
585935;;;;;;;;
585936;;;;;;;;
585937;;;;;;;;
585938;;;;;;;;
585939;;;;;;;;
585940;;;;;;;;
585941;;;;;;;;
585942;;;;;;;;
585943;;;;;;;;
585944;;;;;;;;
585945;;;;;;;;
585947;;;;;;;;
585948;;;;;;;;
585949;;;;;;;;
585950;;;;;917.84;917.84;RESTITUICOES ANTECIPACAO DE PAGAMENTO -;
585952;;;;;10828.69;10828.69;INSTITUTO NACIONAL DO SEGURO SOCIAL;
585953;;;;;;;;
585954;;;;;170608.92;5906.56;ISS - GOV ESTADO  F 193;
585955;;;;;;;;
