OP;CGM;CNPJ;NOME;ELEMENTO;VALOR OP;VALOR RET;TIPO RET;DATA OP
564326;;;;;226947;11347.35;ISS - GESTAO PLENA;
564328;;;;;372280.7;5584.21;IRRF - GESTAO PLENA - SUS;
564328;;;;;372280.7;18614.04;ISS - GESTAO PLENA;
564329;;;;;171789;2576.84;IRRF - GESTAO PLENA - SUS;
564329;;;;;171789;8589.45;ISS - GESTAO PLENA;
564330;;;;;64533.9;968.01;IRRF - GESTAO PLENA - SUS;
564330;;;;;64533.9;3226.7;ISS - GESTAO PLENA;
564331;;;;;249020.93;12451.05;ISS - GOV ESTADO  F 193;
564331;;;;;249020.93;3735.31;IRRF - GOV ESTADO - F 193;
564332;;;;;;;;
564333;;;;;;;;
564334;;;;;;;;
564335;;;;;34592.97;518.89;IRRF - GESTAO PLENA - SUS;
564335;;;;;34592.97;1729.65;ISS - GESTAO PLENA;
564336;;;;;34.03;34.03;HSJB - IRRF RETIDO EM N.F;
564338;;;;;;;;
564339;;;;;352.8;352.8;HSJB - IRRF RETIDO EM N.F;
564340;;;;;631920.64;31596.03;RETENC. ISS EM LIQUIDAÇÃO;
564340;;;;;631920.64;24328.94;INSS - PREST. SERV. PROPRIO;
564340;;;;;631920.64;30332.19;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564341;;;;;;;;
564342;;;;;39285;471.42;IRRF - FORNECIMENTO DE BENS;
564343;;;;;;;;
564344;;;;;30076.64;1503.83;RETENC. ISS EM LIQUIDAÇÃO;
564344;;;;;30076.64;1157.95;INSS - PREST. SERV. PROPRIO;
564344;;;;;30076.64;1443.68;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564345;;;;;7744.09;7744.09;INSTITUTO NACIONAL DO SEGURO SOCIAL;
564346;;;;;1369.71;1369.71;RESTITUI0ES (ANTECIPACAO DE PAGAMENTO) -;
564347;;;;;295274.13;6087.76;ISS - GESTAO PLENA;
564348;;;;;;;;
564350;;;;;;;;
564351;;;;;131.64;131.64;HSJB - IRRF RETIDO EM N.F;
564352;;;;;;;;
564357;;;;;;;;
564358;;;;;;;;
564360;;;;;;;;
564361;;;;;;;;
564363;;;;;;;;
564364;;;;;;;;
564365;;;;;;;;
564366;;;;;;;;
564367;;;;;;;;
564368;;;;;;;;
564369;;;;;2246.67;2246.67;INSTITUTO NACIONAL DO SEGURO SOCIAL;
564371;;;;;726.75;726.75;RESTITUICOES ANTECIPACAO DE PAGAMENTO -;
564373;;;;;73233.73;2567.63;ISS - GOV ESTADO  F 193;
564377;;;;;;;;
564378;;;;;51.43;51.43;HSJB - IRRF RETIDO EM N.F;
564379;;;;;5325;63.9;IRRF - FORNECIMENTO DE BENS;
564380;;;;;400;4.8;IRRF - FORNECIMENTO DE BENS;
564381;;;;;23229.5;278.75;IRRF - FORNECIMENTO DE BENS;
564382;;;;;9600;115.2;IRRF - FORNECIMENTO DE BENS;
564383;;;;;11488;137.85;IRRF - FORNECIMENTO DE BENS;
564384;;;;;;;;
564385;;;;;;;;
564387;;;;;;;;
564388;;;;;;;;
564389;;;;;;;;
564390;;;;;;;;
564391;;;;;29251.04;1299.51;ISS - PMVR;
564393;;;;;;;;
564394;;;;;;;;
564395;;;;;;;;
564396;;;;;;;;
564397;;;;;;;;
564399;;;;;;;;
564400;;;;;;;;
564401;;;;;3000;31.2;IRRF - TRABALHO PRINCIPAL PF PMVR;
564402;;;;;1003.2;48.15;IRRF - PRESTADOR DE SERVIÇOS;
564403;;;;;;;;
564404;;;;;;;;
564405;;;;;;;;
564406;;;;;2.44;2.44;HSJB - IRRF RETIDO EM N.F;
564407;;;;;19130.71;771.94;RETENC. ISS EM LIQUIDAÇÃO;
564407;;;;;19130.71;648.19;INSS - PREST. SERV. PROPRIO;
564409;;;;;;;;
564421;;;;;;;;
564422;;;;;;;;
564425;;;;;197.04;197.04;HSJB - IRRF RETIDO EM N.F;
564440;;;;;;;;
564441;;;;;14.53;14.53;HSJB - IRRF RETIDO EM N.F;
564446;;;;;;;;
564449;;;;;24.72;24.72;HSJB - IRRF RETIDO EM N.F;
564451;;;;;;;;
564460;;;;;;;;
564465;;;;;;;;
564467;;;;;147.85;147.85;HSJB - IRRF RETIDO EM N.F;
564468;;;;;18;18;HSJB - IRRF RETIDO EM N.F;
564473;;;;;;;;
564474;;;;;15.36;15.36;HSJB - IRRF RETIDO EM N.F;
564475;;;;;;;;
564476;;;;;5808;69.7;IR/PIS/COFINS/CSLL RETIDO N.F;
564477;;;;;7137.4;85.65;IR/PIS/COFINS/CSLL RETIDO N.F;
564478;;;;;5018;60.21;IR/PIS/COFINS/CSLL RETIDO N.F;
564479;;;;;;;;
564480;;;;;2169.12;26.03;IR/PIS/COFINS/CSLL RETIDO N.F;
564481;;;;;;;;
564482;;;;;;;;
564484;;;;;;;;
564485;;;;;;;;
564486;;;;;;;;
564487;;;;;51.43;51.43;HSJB - IRRF RETIDO EM N.F;
564488;;;;;663.82;33.19;ISS - PMVR;
564488;;;;;663.82;31.86;IRRF - PRESTADOR DE SERVIÇOS;
564489;;;;;;;;
564490;;;;;;;;
564491;;;;;;;;
564492;;;;;;;;
564493;;;;;2.17;2.17;HSJB - IRRF RETIDO EM N.F;
564496;;;;;544;54.4;RETENC. ISS EM LIQUIDAÇÃO;
564496;;;;;544;52.43;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564497;;;;;;;;
564499;;;;;;;;
564500;;;;;6.88;6.88;HSJB - IRRF RETIDO EM N.F;
564501;;;;;348.51;14.93;ISS - PMVR;
564502;;;;;;;;
564503;;;;;;;;
564505;;;;;99700;4785.6;IRRF RETIDO EM N.F.;
564506;;;;;;;;
564507;;;;;39300;1886.4;IRRF RETIDO EM N.F.;
564508;;;;;;;;
564510;;;;;;;;
564513;;;;;;;;
564515;;;;;6.96;6.96;HSJB - IRRF RETIDO EM N.F;
564518;;;;;;;;
564520;;;;;;;;
564521;;;;;;;;
564522;;;;;;;;
564523;;;;;;;;
564524;;;;;;;;
564525;;;;;0.96;0.96;HSJB - IRRF RETIDO EM N.F;
564526;;;;;;;;
564527;;;;;;;;
564528;;;;;33739.55;1521.65;RETENC. ISS EM LIQUIDAÇÃO;
564529;;;;;;;;
564530;;;;;31199.98;1560;RETENC. ISS EM LIQUIDAÇÃO;
564531;;;;;;;;
564532;;;;;;;;
564533;;;;;;;;
564534;;;;;;;;
564535;;;;;;;;
564536;;;;;;;;
564537;;;;;;;;
564538;;;;;;;;
564539;;;;;;;;
564540;;;;;2765.8;33.18;IR/PIS/COFINS/CSLL RETIDO N.F;
564541;;;;;51174.55;614.09;IR/PIS/COFINS/CSLL RETIDO N.F;
564543;;;;;;;;
564546;;;;;;;;
564547;;;;;816.32;816.32;HSJB - IRRF RETIDO EM N.F;
564548;;;;;4081.61;4081.61;ISS - PMVR;
564549;;;;;;;;
564550;;;;;;;;
564551;;;;;2316.56;34.74;IRRF - GESTAO PLENA - SUS;
564551;;;;;2316.56;46.33;ISS - GESTAO PLENA;
564552;;;;;;;;
564553;;;;;;;;
564554;;;;;2316.56;34.74;IRRF - GESTAO PLENA - SUS;
564554;;;;;2316.56;46.33;ISS - GESTAO PLENA;
564555;;;;;;;;
564556;;;;;644.85;644.85;HSJB - IRRF RETIDO EM N.F;
564557;;;;;2316.56;34.74;IRRF - GESTAO PLENA - SUS;
564557;;;;;2316.56;46.33;ISS - GESTAO PLENA;
564558;;;;;;;;
564559;;;;;2316.56;34.74;IRRF - GESTAO PLENA - SUS;
564559;;;;;2316.56;46.33;ISS - GESTAO PLENA;
564560;;;;;2316.56;34.74;IRRF - GESTAO PLENA - SUS;
564560;;;;;2316.56;46.33;ISS - GESTAO PLENA;
564561;;;;;2316.56;34.74;IRRF - GESTAO PLENA - SUS;
564561;;;;;2316.56;46.33;ISS - GESTAO PLENA;
564564;;;;;29115.45;349.38;IRRF - GESTAO PLENA - SUS;
564564;;;;;29115.45;1455.77;ISS - GESTAO PLENA;
564565;;;;;;;;
564566;;;;;623.35;623.35;HSJB - IRRF RETIDO EM N.F;
564567;;;;;;;;
564568;;;;;;;;
564569;;;;;;;;
564570;;;;;129;129;HSJB - IRRF RETIDO EM N.F;
564571;;;;;;;;
564572;;;;;231.59;231.59;HSJB - IRRF RETIDO EM N.F;
564573;;;;;6400;307.2;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564574;;;;;;;;
564576;;;;;14.92;14.92;HSJB - IRRF RETIDO EM N.F;
564579;;;;;;;;
564580;;;;;1680;62.16;ISS - GESTAO PLENA;
564581;;;;;106785.36;1281.42;IRRF - FORNECIMENTO DE BENS;
564582;;;;;;;;
564583;;;;;189.38;189.38;HSJB - IRRF RETIDO EM N.F;
564587;;;;;6300;105;IRRF - GESTAO PLENA - SUS;
564587;;;;;6300;140;ISS - GESTAO PLENA;
564591;;;;;;;;
564594;;;;;3250;39;IRRF - GESTAO PLENA - SUS;
564594;;;;;3250;162.5;ISS - GESTAO PLENA;
564604;;;;;15535.86;186.43;IRRF - GESTAO PLENA - SUS;
564604;;;;;15535.86;776.79;ISS - GESTAO PLENA;
564605;;;;;6336;76.03;IR/PIS/COFINS/CSLL RETIDO N.F;
564606;;;;;;;;
564607;;;;;843;10.12;IR/PIS/COFINS/CSLL RETIDO N.F;
564608;;;;;;;;
564609;;;;;14695.16;176.34;IR/PIS/COFINS/CSLL RETIDO N.F;
564610;;;;;;;;
564611;;;;;28.3;28.3;HSJB - IRRF RETIDO EM N.F;
564612;;;;;114967.51;3449.02;ISS - PMVR;
564612;;;;;114967.51;5518.44;IRRF - PRESTADOR DE SERVIÇOS;
564612;;;;;114967.51;1896.96;INSS PRESTADORES DE SERVIÇO PJ;
564613;;;;;;;;
564614;;;;;;;;
564615;;;;;;;;
564616;;;;;;;;
564617;;;;;;;;
564618;;;;;;;;
564619;;;;;;;;
564620;;;;;;;;
564621;;;;;;;;
564622;;;;;;;;
564623;;;;;2859.28;47.45;IRRF - GOV ESTADO - F 193;
564624;;;;;70634.26;2119.03;ISS - PMVR;
564624;;;;;70634.26;3390.44;IRRF - PRESTADOR DE SERVIÇOS;
564624;;;;;70634.26;1165.47;INSS PRESTADORES DE SERVIÇO PJ;
564625;;;;;6.1;6.1;HSJB - IRRF RETIDO EM N.F;
564626;;;;;;;;
564627;;;;;;;;
564628;;;;;;;;
564629;;;;;;;;
564632;;;;;;;;
564633;;;;;;;;
564635;;;;;1727.62;71;ISS - PMVR;
564636;;;;;;;;
564637;;;;;157.5;157.5;HSJB - IRRF RETIDO EM N.F;
564644;;;;;191.8;0.46;IRRF - FORNECIMENTO DE BENS;
564645;;;;;;;;
564646;;;;;244.83;244.83;HSJB - IRRF RETIDO EM N.F;
564651;;;;;;;;
564652;;;;;6518.92;312.9;IR/PIS/COFINS/CSLL RETIDO N.F;
564653;;;;;;;;
564654;;;;;;;;
564655;;;;;;;;
564656;;;;;1.39;1.39;HSJB - IRRF RETIDO EM N.F;
564658;;;;;;;;
564659;;;;;108;108;HSJB - IRRF RETIDO EM N.F;
564663;;;;;;;;
564665;;;;;;;;
564667;;;;;259.35;259.35;ISS - PMVR;
564668;;;;;;;;
564669;;;;;;;;
564677;;;;;;;;
564679;;;;;;;;
564680;;;;;;;;
564681;;;;;8910;175.12;IRRF - GESTAO PLENA - SUS;
564681;;;;;8910;729.7;ISS - GESTAO PLENA;
564682;;;;;;;;
564684;;;;;;;;
564685;;;;;;;;
564686;;;;;;;;
564687;;;;;24108;631.6;ISS - GESTAO PLENA;
564689;;;;;;;;
564691;;;;;;;;
564692;;;;;106.32;106.32;HSJB - IRRF RETIDO EM N.F;
564693;;;;;;;;
564694;;;;;;;;
564696;;;;;;;;
564697;;;;;;;;
564698;;;;;;;;
564699;;;;;7000;315.7;ISS - FME;
564700;;;;;25654.2;307.85;IRRF - FORNECIMENTO DE BENS;
564701;;;;;25474.8;305.69;IRRF - FORNECIMENTO DE BENS;
564702;;;;;24835.2;298.02;IRRF - FORNECIMENTO DE BENS;
564710;;;;;;;;
564716;;;;;;;;
564718;;;;;;;;
564719;;;;;14418.96;173.02;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564722;;;;;;;;
564725;;;;;220084.12;6958.14;ISS - PMVR;
564725;;;;;220084.12;1217.68;INSS PRESTADORES DE SERVIÇO PJ;
564727;;;;;;;;
564728;;;;;;;;
564729;;;;;;;;
564730;;;;;;;;
564732;;;;;60;60;HSJB - IRRF RETIDO EM N.F;
564734;;;;;;;;
564735;;;;;;;;
564736;;;;;;;;
564738;;;;;;;;
564739;;;;;246;246;HSJB - IRRF RETIDO EM N.F;
564741;;;;;;;;
564742;;;;;;;;
564746;;;;;;;;
564748;;;;;29.77;29.77;HSJB - IRRF RETIDO EM N.F;
564749;;;;;;;;
564750;;;;;;;;
564751;;;;;20.69;20.69;HSJB - IRRF RETIDO EM N.F;
564752;;;;;;;;
564753;;;;;;;;
564754;;;;;;;;
564755;;;;;;;;
564756;;;;;;;;
564757;;;;;12.9;12.9;HSJB - IRRF RETIDO EM N.F;
564758;;;;;;;;
564759;;;;;15672.05;188.06;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564760;;;;;;;;
564761;;;;;25.49;25.49;HSJB - IRRF RETIDO EM N.F;
564762;;;;;;;;
564763;;;;;12.9;12.9;HSJB - IRRF RETIDO EM N.F;
564764;;;;;;;;
564765;;;;;;;;
564766;;;;;;;;
564768;;;;;5904.75;5904.75;HSJB - IRRF RETIDO EM N.F;
564771;;;;;;;;
564772;;;;;;;;
564776;;;;;100494.3;3014.86;ISS - PMVR;
564776;;;;;100494.3;4823.77;IRRF - PRESTADOR DE SERVIÇOS;
564776;;;;;100494.3;1658.17;INSS PRESTADORES DE SERVIÇO PJ;
564779;;;;;7000;315.7;RETENC. ISS EM LIQUIDAÇÃO;
564782;;;;;;;;
564790;;;;;1019.91;47.95;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564792;;;;;;;;
564793;;;;;110.4;110.4;HSJB - IRRF RETIDO EM N.F;
564802;;;;;;;;
564803;;;;;158.76;158.76;HSJB - IRRF RETIDO EM N.F;
564805;;;;;;;;
564811;;;;;2767.56;2767.56;INSTITUTO NACIONAL DO SEGURO SOCIAL;
564813;;;;;81098;2515.96;ISS - GESTAO PLENA;
564815;;;;;;;;
564824;;;;;;;;
564825;;;;;0.38;0.38;HSJB - IRRF RETIDO EM N.F;
564828;;;;;;;;
564829;;;;;435;435;HSJB - IRRF RETIDO EM N.F;
564831;;;;;7027.99;337.34;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564832;;;;;2168.76;109.34;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564833;;;;;2168.76;109.34;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564834;;;;;2168.76;109.34;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564835;;;;;;;;
564838;;;;;;;;
564840;;;;;6.05;6.05;HSJB - IRRF RETIDO EM N.F;
564842;;;;;;;;
564843;;;;;;;;
564844;;;;;;;;
564845;;;;;;;;
564846;;;;;75312.13;4263.06;RETENC. ISS EM LIQUIDAÇÃO;
564846;;;;;75312.13;9378.73;INSS - PREST. SERV. PROPRIO;
564846;;;;;75312.13;4092.54;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564847;;;;;;;;
564848;;;;;19760.7;1320.18;RETENC. ISS EM LIQUIDAÇÃO;
564848;;;;;19760.7;316.84;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564851;;;;;15296;764.8;RETENC. ISS EM LIQUIDAÇÃO;
564851;;;;;15296;183.55;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564852;;;;;5736;286.8;ISS PROPRIO;
564852;;;;;5736;68.83;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564853;;;;;7648;382.4;RETENC. ISS EM LIQUIDAÇÃO;
564853;;;;;7648;91.78;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564854;;;;;175.18;175.18;INSTITUTO NACIONAL DO SEGURO SOCIAL;
564855;;;;;7787.96;278.71;ISS - GESTAO PLENA;
564861;;;;;;;;
564863;;;;;;;;
564864;;;;;;;;
564865;;;;;;;;
564866;;;;;;;;
564867;;;;;;;;
564868;;;;;;;;
564869;;;;;;;;
564870;;;;;;;;
564871;;;;;14535;218.02;IRRF - GESTAO PLENA - SUS;
564871;;;;;14535;726.75;ISS - GESTAO PLENA;
564872;;;;;;;;
564873;;;;;;;;
564874;;;;;;;;
564877;;;;;;;;
564879;;;;;;;;
564881;;;;;;;;
564885;;;;;11172;531.6;IRRF - GESTAO PLENA - SUS;
564885;;;;;11172;1772;ISS - GESTAO PLENA;
564886;;;;;;;;
564887;;;;;;;;
564888;;;;;;;;
564896;;;;;;;;
564897;;;;;192;192;HSJB - IRRF RETIDO EM N.F;
564909;;;;;;;;
564910;;;;;;;;
564911;;;;;;;;
564912;;;;;217.8;217.8;HSJB - IRRF RETIDO EM N.F;
564914;;;;;;;;
564916;;;;;;;;
564918;;;;;;;;
564919;;;;;;;;
564920;;;;;5166;61.99;IR/PIS/COFINS/CSLL RETIDO N.F;
564921;;;;;;;;
564922;;;;;44.99;44.99;HSJB - IRRF RETIDO EM N.F;
564923;;;;;;;;
564924;;;;;304.38;304.38;HSJB - IRRF RETIDO EM N.F;
564925;;;;;;;;
564934;;;;;;;;
564935;;;;;;;;
564937;;;;;;;;
564940;;;;;;;;
564941;;;;;;;;
564942;;;;;;;;
564943;;;;;25.68;0.97;ISS - PMVR;
564944;;;;;;;;
564945;;;;;;;;
564946;;;;;4632.94;69.49;IRRF - GESTAO PLENA - SUS;
564946;;;;;4632.94;231.65;ISS - GESTAO PLENA;
564947;;;;;389.84;389.84;HSJB - IRRF RETIDO EM N.F;
564948;;;;;1143.53;17.15;IRRF - GESTAO PLENA - SUS;
564948;;;;;1143.53;57.18;ISS - GESTAO PLENA;
564950;;;;;597.98;8.97;IRRF - GESTAO PLENA - SUS;
564950;;;;;597.98;29.9;ISS - GESTAO PLENA;
564951;;;;;;;;
564952;;;;;;;;
564953;;;;;28617.4;28617.4;RESTITUICAO EMPRÉSTIMO C/ O MINIST. DA S;
564954;;;;;189862.22;3411.8;IRRF - GESTAO PLENA - SUS;
564954;;;;;189862.22;11372.65;ISS - GESTAO PLENA;
564955;;;;;;;;
564956;;;;;;;;
564958;;;;;64116;3205.8;RETENC. ISS EM LIQUIDAÇÃO;
564958;;;;;64116;3077.57;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
564959;;;;;;;;
564960;;;;;106688.71;6596.77;RETENC. ISS EM LIQUIDAÇÃO;
564961;;;;;;;;
564962;;;;;15.88;15.88;HSJB - IRRF RETIDO EM N.F;
564963;;;;;;;;
564964;;;;;5.35;5.35;HSJB - IRRF RETIDO EM N.F;
564965;;;;;;;;
564967;;;;;5816.88;279.21;IRRF - PRESTADOR DE SERVIÇOS;
564968;;;;;11463.65;550.25;IRRF - GESTAO PLENA - SUS;
564970;;;;;11714.45;562.29;IRRF - GESTAO PLENA - SUS;
564971;;;;;;;;
564972;;;;;;;;
564974;;;;;;;;
564978;;;;;;;;
564979;;;;;;;;
564982;;;;;;;;
564983;;;;;;;;
564984;;;;;12936;298.54;IRRF - GESTAO PLENA - SUS;
564984;;;;;12936;497.56;ISS - GESTAO PLENA;
564985;;;;;;;;
564987;;;;;;;;
564988;;;;;12.03;12.03;HSJB - IRRF RETIDO EM N.F;
564989;;;;;;;;
564991;;;;;;;;
564992;;;;;;;;
564993;;;;;;;;
564996;;;;;;;;
565004;;;;;;;;
565005;;;;;;;;
565008;;;;;;;;
565010;;;;;;;;
565011;;;;;;;;
565012;;;;;;;;
565014;;;;;;;;
565019;;;;;320;3.84;IR/PIS/COFINS/CSLL RETIDO N.F;
565020;;;;;;;;
565021;;;;;1449250.57;86004.16;RETENC. ISS EM LIQUIDAÇÃO;
565021;;;;;1449250.57;60202.91;INSS - PREST. SERV. PROPRIO;
565021;;;;;1449250.57;20641;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
565022;;;;;3472;173.6;ISS - GESTAO PLENA;
565023;;;;;;;;
565028;;;;;11451.68;549.68;IR/PIS/COFINS/CSLL RETIDO N.F;
565029;;;;;;;;
565031;;;;;;;;
565032;;;;;17.79;17.79;HSJB - IRRF RETIDO EM N.F;
565034;;;;;30000;1455;ISS - PMVR;
565035;;;;;1200;60;ISS - PMVR;
565035;;;;;1200;18;IR/PIS/COFINS/CSLL RETIDO N.F;
565036;;;;;4200;84;ISS - PMVR;
565037;;;;;1000;50;ISS - PMVR;
565037;;;;;1000;15;IR/PIS/COFINS/CSLL RETIDO N.F;
565041;;;;;;;;
565044;;;;;104.76;104.76;HSJB - IRRF RETIDO EM N.F;
565047;;;;;;;;
565048;;;;;2.65;2.65;HSJB - IRRF RETIDO EM N.F;
565050;;;;;;;;
565051;;;;;;;;
565052;;;;;;;;
565053;;;;;;;;
565054;;;;;;;;
565057;;;;;;;;
565059;;;;;20.96;20.96;HSJB - IRRF RETIDO EM N.F;
565060;;;;;;;;
565061;;;;;12.46;12.46;HSJB - IRRF RETIDO EM N.F;
565062;;;;;;;;
565067;;;;;5408;64.9;IR/PIS/COFINS/CSLL RETIDO N.F;
565068;;;;;2810.8;33.72;IR/PIS/COFINS/CSLL RETIDO N.F;
565069;;;;;2950;35.4;IR/PIS/COFINS/CSLL RETIDO N.F;
565070;;;;;77340;928.08;IR/PIS/COFINS/CSLL RETIDO N.F;
565073;;;;;;;;
565074;;;;;;;;
565076;;;;;;;;
565078;;;;;2.67;2.67;HSJB - IRRF RETIDO EM N.F;
565079;;;;;;;;
565080;;;;;;;;
565083;;;;;;;;
565087;;;;;;;;
565088;;;;;3.24;3.24;HSJB - IRRF RETIDO EM N.F;
565092;;;;;;;;
565094;;;;;189.59;189.59;HSJB - IRRF RETIDO EM N.F;
565097;;;;;;;;
565098;;;;;;;;
565099;;;;;;;;
565100;;;;;;;;
565103;;;;;;;;
565105;;;;;;;;
565110;;;;;15.88;15.88;HSJB - IRRF RETIDO EM N.F;
565114;;;;;;;;
565115;;;;;147840.84;147840.84;ISS - PMVR;
565116;;;;;;;;
565117;;;;;;;;
565118;;;;;450;9.04;ISS - PMVR;
565119;;;;;;;;
565120;;;;;2.65;2.65;HSJB - IRRF RETIDO EM N.F;
565121;;;;;;;;
565124;;;;;;;;
565125;;;;;;;;
565126;;;;;10.69;10.69;HSJB - IRRF RETIDO EM N.F;
565127;;;;;;;;
565137;;;;;3602.97;396.31;INSTITUTO NACIONAL DO SEGURO SOCIAL;
565146;;;;;;;;
565150;;;;;201.45;201.45;HSJB - IRRF RETIDO EM N.F;
565152;;;;;10.69;10.69;HSJB - IRRF RETIDO EM N.F;
565154;;;;;;;;
565155;;;;;5.36;5.36;HSJB - IRRF RETIDO EM N.F;
565156;;;;;;;;
565157;;;;;;;;
565158;;;;;47714;1431.42;ISS - FME;
565158;;;;;47714;572.57;IRRF - FME;
565160;;;;;;;;
565161;;;;;15548;466.44;ISS - FME;
565161;;;;;15548;186.58;IRRF - FME;
565162;;;;;;;;
565164;;;;;115;1.38;IRRF - FME;
565165;;;;;652;7.82;IRRF - FME;
565167;;;;;;;;
565168;;;;;0.33;0.33;HSJB - IRRF RETIDO EM N.F;
565169;;;;;;;;
565170;;;;;;;;
565171;;;;;0.72;0.72;HSJB - IRRF RETIDO EM N.F;
565172;;;;;;;;
565173;;;;;9.06;9.06;HSJB - IRRF RETIDO EM N.F;
565176;;;;;;;;
565177;;;;;180.8;180.8;HSJB - IRRF RETIDO EM N.F;
565178;;;;;3150;128.35;ISS - GESTAO PLENA;
565179;;;;;;;;
565180;;;;;;;;
565181;;;;;39.95;39.95;HSJB - IRRF RETIDO EM N.F;
565182;;;;;;;;
565183;;;;;2.67;2.67;HSJB - IRRF RETIDO EM N.F;
565184;;;;;4830;124.2;IRRF - GESTAO PLENA - SUS;
565184;;;;;4830;165.6;ISS - GESTAO PLENA;
565185;;;;;;;;
565187;;;;;;;;
565188;;;;;2.65;2.65;HSJB - IRRF RETIDO EM N.F;
565191;;;;;;;;
565192;;;;;6.68;6.68;HSJB - IRRF RETIDO EM N.F;
565194;;;;;;;;
565196;;;;;;;;
565204;;;;;;;;
565205;;;;;;;;
565206;;;;;;;;
565207;;;;;;;;
565208;;;;;;;;
565209;;;;;;;;
565210;;;;;72.71;72.71;HSJB - IRRF RETIDO EM N.F;
565211;;;;;;;;
565212;;;;;;;;
565213;;;;;55.58;55.58;HSJB - IRRF RETIDO EM N.F;
565214;;;;;;;;
565215;;;;;64.27;64.27;HSJB - IRRF RETIDO EM N.F;
565216;;;;;;;;
565217;;;;;2400;120;RETENC. ISS EM LIQUIDAÇÃO;
565217;;;;;2400;115.2;IRRF SOBRE O TRABALHO PRINCIPAL - PJ;
565218;;;;;2.67;2.67;HSJB - IRRF RETIDO EM N.F;
565219;;;;;;;;
565222;;;;;;;;
565223;;;;;;;;
565225;;;;;;;;
565226;;;;;;;;
565227;;;;;129.35;129.35;HSJB - IRRF RETIDO EM N.F;
565230;;;;;;;;
565231;;;;;16.8;16.8;HSJB - IRRF RETIDO EM N.F;
565232;;;;;;;;
565233;;;;;;;;
565234;;;;;535.06;6.42;IR/PIS/COFINS/CSLL RETIDO N.F;
565235;;;;;;;;
565236;;;;;46551.77;558.62;IR/PIS/COFINS/CSLL RETIDO N.F;
565237;;;;;9.6;9.6;HSJB - IRRF RETIDO EM N.F;
565238;;;;;;;;
565240;;;;;;;;
565242;;;;;58.29;58.29;HSJB - IRRF RETIDO EM N.F;
565265;;;;;;;;
565266;;;;;207.31;207.31;HSJB - IRRF RETIDO EM N.F;
565273;;;;;;;;
565274;;;;;;;;
565275;;;;;;;;
565276;;;;;;;;
565277;;;;;;;;
565278;;;;;;;;
565281;;;;;;;;
565282;;;;;;;;
565283;;;;;;;;
565284;;;;;156.41;156.41;IRRF - PMVR;
565285;;;;;4837.36;4837.36;INSTITUTO NACIONAL DO SEGURO SOCIAL;
565290;;;;;;;;
565291;;;;;1827.36;1827.36;HSJB - IRRF RETIDO EM N.F;
565292;;;;;;;;
565293;;;;;;;;
565294;;;;;;;;
565296;;;;;;;;
565297;;;;;;;;
565302;;;;;;;;
565303;;;;;;;;
565304;;;;;;;;
565305;;;;;10644;314.45;ISS - GESTAO PLENA;
565308;;;;;;;;
565310;;;;;5698.95;68.39;IRRF - GESTAO PLENA - SUS;
565310;;;;;5698.95;284.95;ISS - GESTAO PLENA;
565311;;;;;;;;
565312;;;;;7117;7117;INSTITUTO NACIONAL DO SEGURO SOCIAL;
565313;;;;;1121.71;1121.71;RESTITUI0ES (ANTECIPACAO DE PAGAMENTO) -;
565314;;;;;281066.67;5852.93;ISS - GESTAO PLENA;
565316;;;;;;;;
565317;;;;;;;;
565318;;;;;;;;
565319;;;;;;;;
565320;;;;;2442.67;117.25;IRRF - GESTAO PLENA - SUS;
565321;;;;;;;;
565322;;;;;;;;
565323;;;;;3057.33;146.75;IRRF - GESTAO PLENA - SUS;
565324;;;;;31.2;31.2;HSJB - IRRF RETIDO EM N.F;
565325;;;;;;;;
565326;;;;;;;;
565328;;;;;;;;
565329;;;;;75.6;75.6;HSJB - IRRF RETIDO EM N.F;
565331;;;;;108;108;HSJB - IRRF RETIDO EM N.F;
565332;;;;;;;;
565333;;;;;48.09;48.09;HSJB - IRRF RETIDO EM N.F;
565334;;;;;;;;
565335;;;;;;;;
565336;;;;;79208.85;6329.79;IRRF - GESTAO PLENA - SUS;
565337;;;;;21.6;21.6;HSJB - IRRF RETIDO EM N.F;
565338;;;;;3247.5;162.38;ISS - FME;
565339;;;;;18104.88;1262.59;IRRF - GESTAO PLENA - SUS;
565340;;;;;;;;
565341;;;;;;;;
